fact_crash_id,crash_id,date_id,holiday_id,location_id,road_id,vehicle_id,crash_type_id,number_fatalities
19902334,19902334,213,2,66,95,2,1,1
19903157,19903157,213,2,778,16,11,2,2
19901289,19901289,213,2,797,30,11,2,1
19903329,19903329,213,2,778,16,11,2,1
19904181,19904181,213,1,803,30,12,2,2
19901035,19901035,213,2,797,30,11,2,1
19903164,19903164,213,2,778,16,11,1,1
19902270,19902270,213,1,66,16,1,1,1
19905094,19905094,213,1,7,17,12,2,1
19902086,19902086,213,2,66,16,1,2,1
19901684,19901684,213,2,797,16,11,1,1
19901340,19901340,213,2,797,16,12,1,1
19901221,19901221,213,2,797,16,11,2,1
19905161,19905161,213,2,7,16,11,1,1
19901283,19901283,214,2,797,6,12,1,1
19902177,19902177,214,2,66,30,1,1,1
19901511,19901511,214,2,797,30,12,1,1
19903108,19903108,214,1,778,16,11,1,1
19905055,19905055,214,2,7,16,11,1,1
19901356,19901356,214,2,797,30,11,2,2
19901147,19901147,214,2,797,16,11,2,1
19906029,19906029,214,2,668,21,12,2,1
19901597,19901597,214,2,797,30,11,2,1
19902176,19902176,214,2,66,30,1,2,1
19903020,19903020,214,2,778,16,11,2,1
19901313,19901313,214,1,797,30,11,1,1
19902281,19902281,214,1,66,16,1,1,1
19901456,19901456,214,2,797,16,11,1,1
19905158,19905158,215,2,7,14,12,2,1
19904171,19904171,215,2,803,14,12,1,1
19902003,19902003,215,2,66,30,2,2,1
19903261,19903261,215,2,778,16,11,1,1
19902439,19902439,215,2,66,95,1,2,1
19903330,19903330,215,2,778,17,11,2,1
19901452,19901452,215,2,797,17,11,2,1
19901442,19901442,215,2,797,16,11,2,1
19904018,19904018,215,2,803,14,11,2,1
19902355,19902355,215,1,66,95,1,1,1
19902277,19902277,215,1,66,16,1,2,1
19901517,19901517,215,2,797,16,11,2,1
19902240,19902240,215,2,66,30,1,1,1
19901331,19901331,215,2,797,30,11,1,1
19905159,19905159,215,1,7,16,11,2,1
19903027,19903027,215,2,778,16,11,2,1
19903196,19903196,215,2,778,30,11,1,1
19901408,19901408,215,2,797,16,11,2,1
19903188,19903188,215,2,778,16,11,1,1
19902264,19902264,215,1,66,16,8,1,1
19905140,19905140,215,2,7,16,11,2,1
19901157,19901157,215,2,797,17,12,2,1
19906022,19906022,215,2,668,30,12,2,1
19901150,19901150,215,2,797,17,11,1,1
19903007,19903007,215,1,778,30,11,1,1
19905056,19905056,215,1,7,16,11,1,1
19902160,19902160,215,1,66,30,1,1,1
19904127,19904127,215,1,803,14,11,1,1
19902229,19902229,215,2,66,16,1,2,1
19901610,19901610,199,2,797,17,11,1,1
19905025,19905025,199,2,7,14,12,2,1
19902144,19902144,199,2,66,16,2,2,1
19902242,19902242,199,2,66,30,1,1,1
19905057,19905057,199,2,7,14,11,2,1
19901094,19901094,199,2,797,14,12,2,1
19903176,19903176,199,2,778,21,12,2,1
19901595,19901595,199,2,797,16,11,1,2
19903237,19903237,199,2,778,16,11,1,1
19901062,19901062,199,2,797,30,11,1,1
19903033,19903033,199,2,778,30,12,2,1
19902017,19902017,199,2,66,17,1,2,1
19901101,19901101,199,2,797,30,11,1,1
19903175,19903175,199,2,778,30,11,2,1
19901402,19901402,199,2,797,16,11,2,1
19903307,19903307,200,2,778,16,11,1,1
19905023,19905023,200,2,7,14,11,1,1
19901492,19901492,200,2,797,16,11,1,1
19903139,19903139,200,2,778,16,11,1,1
19901162,19901162,200,2,797,16,11,1,1
19901386,19901386,200,2,797,17,11,1,1
19902153,19902153,200,2,66,16,1,1,1
19902201,19902201,200,2,66,16,1,1,1
19905101,19905101,200,2,7,6,11,1,1
19902283,19902283,200,2,66,95,1,2,1
19901423,19901423,200,2,797,30,11,1,1
19901469,19901469,200,2,797,16,11,2,1
19902069,19902069,200,2,66,95,1,1,1
19902110,19902110,200,2,66,16,1,1,2
19903073,19903073,200,2,778,30,11,1,1
19902460,19902460,200,2,66,16,1,2,1
19902001,19902001,201,2,66,16,1,2,1
19903025,19903025,201,2,778,16,11,2,1
19903100,19903100,201,2,778,30,11,2,1
19901516,19901516,201,2,797,17,11,2,1
19901107,19901107,201,2,797,16,13,2,1
19901251,19901251,201,2,797,16,11,2,1
19901436,19901436,201,2,797,30,11,1,1
19902120,19902120,201,2,66,30,1,1,1
19904024,19904024,202,2,803,14,11,1,2
19902064,19902064,202,2,66,95,1,2,1
19901100,19901100,202,2,797,16,11,1,1
19904046,19904046,202,2,803,14,11,1,1
19902451,19902451,202,2,66,16,1,2,1
19902255,19902255,202,2,66,30,1,2,1
19906006,19906006,202,2,668,30,11,2,1
19903236,19903236,202,2,778,30,11,1,2
19902197,19902197,202,2,66,30,1,1,1
19901679,19901679,202,2,797,16,11,2,1
19906043,19906043,202,2,668,30,11,1,1
19906062,19906062,202,2,668,30,11,2,1
19901070,19901070,202,2,797,16,11,2,1
19902186,19902186,202,2,66,16,1,2,2
19901082,19901082,202,2,797,30,11,1,1
19902079,19902079,202,2,66,30,1,1,1
19901450,19901450,202,2,797,30,11,1,1
19904027,19904027,202,2,803,14,11,1,2
19903111,19903111,202,2,778,16,11,2,1
19903140,19903140,202,2,778,30,11,1,1
19901260,19901260,202,2,797,16,11,2,2
19901383,19901383,202,2,797,30,11,1,1
19902291,19902291,203,2,66,30,1,1,1
19901521,19901521,203,2,797,16,11,1,1
19904088,19904088,203,2,803,16,11,1,1
19901193,19901193,203,2,797,16,11,1,1
19901468,19901468,203,2,797,16,11,1,1
19905048,19905048,203,2,7,6,11,1,1
19902237,19902237,203,2,66,30,1,1,1
19901589,19901589,203,2,797,30,11,2,1
19903145,19903145,203,2,778,16,11,1,1
19904037,19904037,203,2,803,17,11,2,1
19905028,19905028,203,2,7,17,11,2,2
19906012,19906012,203,2,668,30,11,2,1
19904179,19904179,203,2,803,14,11,1,1
19906018,19906018,203,2,668,30,11,2,1
19902010,19902010,203,2,66,30,2,2,2
19902392,19902392,203,2,66,16,1,2,1
19901669,19901669,203,2,797,17,11,2,1
19903146,19903146,203,2,778,30,11,1,1
19906048,19906048,203,2,668,30,11,1,1
19903336,19903336,203,2,778,30,11,1,1
19901039,19901039,203,2,797,21,11,1,1
19905141,19905141,203,2,7,14,11,1,1
19904004,19904004,204,2,803,30,12,2,2
19907010,19907010,204,2,229,21,11,1,1
19901027,19901027,204,2,797,16,11,1,2
19902048,19902048,204,2,66,30,1,1,1
19901561,19901561,204,2,797,16,11,1,2
19901584,19901584,204,2,797,30,11,2,1
19902346,19902346,204,2,66,95,1,1,1
19905117,19905117,204,2,7,14,11,1,1
19903285,19903285,204,2,778,30,11,2,1
19901028,19901028,204,2,797,30,11,2,2
19903191,19903191,204,2,778,30,11,2,1
19903275,19903275,204,2,778,16,11,1,1
19901253,19901253,204,2,797,17,11,2,1
19903078,19903078,204,2,778,30,12,1,1
19902402,19902402,204,2,66,16,1,1,1
19902164,19902164,204,2,66,30,1,1,1
19905006,19905006,204,2,7,16,11,1,1
19901053,19901053,204,2,797,30,12,2,1
19907047,19907047,204,2,229,16,11,1,1
19905064,19905064,204,2,7,16,11,1,1
19905099,19905099,204,2,7,16,11,1,1
19901177,19901177,204,2,797,30,11,1,1
19904091,19904091,204,2,803,14,11,2,2
